kelime	sıklık	tür	okunuş	çeviri	seviye
brown	1695	adj.	/braʊn/	kahverengi	A1
basically	1696	adv.	/ˈbeɪsɪkli/	temel olarak	B2
last	1697	verb	/læst/	dayanmak, bitmemek	
average	1698	noun	/ˈævərɪdʒ/	ortalama	B1
ring	1699	noun	/rɪŋ/	yüzük	
mark	1700	verb	/mɑːrk/	işaretlemek	A2
locate	1701	verb	/ˈloʊkeɪt/	yerini saptamak	B1
search	1702	noun	/sɜːrtʃ/	araştırma, arama	A2
largely	1703	adv.	/ˈlɑːrdʒli/	geniş ölçüde	B2
possibly	1704	adv.	/ˈpɑːsəbli/	muhtemelen, imkan dahilinde	B1
anymore	1705	adv.	/ˌeniˈmɔːr/	artık (bundan sonra anlamında)	A2
generate	1706	verb	/ˈdʒenəreɪt/	(yoktan var ederek) üretmek	B2
regional	1707	adj.	/ˈriːdʒənl/	bölgesel	B2
obvious	1708	adj.	/ˈɑːbviəs/	apaçık	B1
angry	1709	adj.	/ˈæŋɡri/	sinirli	A1
analyst	1710	noun	/ˈænəlɪst/	analist	B2
accident	1711	noun	/ˈæksɪdənt/	kaza	A2
trend	1712	noun	/trend/	akım, yönelim	B1
like	1713	adj.	/laɪk/	gibi, aynen, tıpkı	A1
appearance	1714	noun	/əˈpɪrəns/	dış görünüş	A2
currently	1715	adv.	/ˈkɜːrəntli/	şu anda	B1
shadow	1716	noun	/ˈʃædoʊ/	gölge	B2
being	1717	noun	/ˈbiːɪŋ/	varlık, oluş, mahluk	B2
moon	1718	noun	/muːn/	ay (uydu)	A2
bridge	1719	noun	/brɪdʒ/	köprü	A2
but	1720	prepos.	/bət; bʌt/	ama	B2
recommend	1721	verb	/ˌrekəˈmend/	tavsiye etmek	A2
hearing	1722	noun	/ˈhɪrɪŋ/	işitme	B2
fruit	1723	noun	/fruːt/	meyve	A1
dance	1724	noun	/dæns/	dans	A1
shift	1725	verb	/ʃɪft/	(bir yerden bir yere) değiştirmek	B2
comfortable	1726	adj.	/ˈkʌmftəbl/	rahat	A2
struggle	1727	verb	/ˈstrʌɡl/	çabalamak, mücadele etmek	B2
revenue	1728	noun	/ˈrevənuː/	(toplam gelir) hasılat	B2
notion	1729	noun	/ˈnoʊʃn/	kavram, düşünce	B2
package	1731	noun	/ˈpækɪdʒ/	paket	B2
ought	1732	verb	/ɔːt/	gerekir	B1
traffic	1733	noun	/ˈtræfɪk/	trafik	A1
internal	1734	adj.	/ɪnˈtɜːrnl/	dahili, iç	B2
prefer	1735	verb	/prɪˈfɝː/	tercih etmek	A1
crew	1736	noun	/kruː/	tayfa	B2
search	1737	verb	/sɜːrtʃ/	araştırmak, aramak	A2
profit	1738	noun	/ˈprɑːfɪt/	kâr	B1
regulation	1739	noun	/ˌreɡjuˈleɪʃn/	düzenleme, yönetmelik	B2
link	1740	verb	/lɪŋk/	(fiziksel) bağlamak, bağlantı kurmak	A2
thinking	1741	noun	/ˈθɪŋkɪŋ/	düşünme	A2
hardly	1742	adv.	/ˈhɑːrdli/	güçlükle, ancak	B1
airport	1743	noun	/ˈerpɔːrt/	havalimanı	A1
human	1744	noun	/ˈhjuːmən/	insan	A2
extremely	1745	adv.	/ɪkˈstriːmli/	aşırı boyutta / derecede	A2
sick	1746	adj.	/sɪk/	hasta kimse	A1
capture	1747	verb	/ˈkæptʃər/	ele geçirmek	B2
unique	1748	adj.	/juˈniːk/	benzersiz	B2
actual	1749	adj.	/ˈæktʃuəl/	asıl	B2
chest	1750	noun	/tʃest/	göğüs / sandık	B1
meal	1751	noun	/miːl/	öğün	A1
beauty	1752	noun	/ˈbjuː.t̬i/	güzellik	B1
extent	1753	noun	/ɪkˈstent/	boyut, kapsam	B2
defend	1754	verb	/dɪˈfend/	savunmak	B2
visitor	1755	noun	/ˈvɪz.ɪ.t̬ɚ/	ziyaretçi	A1
outside	1756	adv.	/ˌaʊtˈsaɪd/	dıştan, dışarı	
judge	1757	verb	/dʒʌdʒ/	yargılamak	B1
dozen	1758	num.	/ˈdʌzn/	düzine	B2
declare	1759	verb	/dɪˈkler/	ilan etmek	B2
emergency	1760	noun	/ɪˈmɜːrdʒənsi/	acil durum	B1
ad	1761	noun	/æd/	reklam	B1
truly	1762	adv.	/ˈtruːli/	sahiden	B2
planet	1763	noun	/ˈplænɪt/	gezegen	A2
select	1764	verb	/sɪˈlekt/	(bir grubun arasından bir veya birden fazla şeyi) seçmek	B2
ethnic	1765	adj.	/ˈeθnɪk/	etnik	B2
nose	1766	noun	/noʊz/	burun	A1
loan	1767	noun	/loʊn/	kredi, borç	B2
cash	1768	noun	/kæʃ/	peşin	A2
contribution	1769	noun	/ˌkɑːntrɪˈbjuːʃn/	katkı	B2
slow	1770	adj.	/sloʊ/	yavaş	B1
contrast	1771	noun	/ˈkɑːntræst/	zıtlık	B1
bottle	1772	noun	/ˈbɑːtl/	şişe	A1
launch	1773	verb	/lɑːntʃ/	başlatmak  (plan/ürün) / fırlatmak	B2
novel	1774	noun	/ˈnɑːvl/	roman	A2
feature	1775	verb	/ˈfiːtʃər/	rol almak / ön plana çıkmak	B1
duty	1776	noun	/ˈduːti/	vazife	B1
root	1777	noun	/ruːt/	kök	B2
content	1778	noun	/ˈkɑːntent; kənˈtent/	içerik	
component	1779	noun	/kəmˈpoʊnənt/	bileşen, (tamamlayıcı) parça	B2
appreciate	1780	verb	/əˈpriːʃieɪt/	takdir etmek	B1
circumstance	1781	noun	/ˈsɜːrkəmstæns/	vaziyet	B2
teaching	1782	noun	/ˈtiːtʃɪŋ/	öğretim	A2
paint	1783	verb	/peɪnt/	boyamak	A1
matter	1784	verb	/ˈmætər/	önemli olmak	A2
thick	1785	adj.	/θɪk/	kalın	A2
cat	1786	noun	/kæt/	kedi	A1
neither	1787	adv.	/ˈniːðər; ˈnaɪðər/	(ikisinden) hiç biri	B1
standard	1788	adj.	/ˈstændərd/	standart	B1
ourselves	1789	pronoun	/ɑːrˈselvz/	kendimiz	A2
correct	1790	adj.	/kəˈrekt/	(somut) doğru	A1
warn	1791	verb	/wɔːrn/	uyarmak	B1
capacity	1792	noun	/kəˈpæsəti/	kapasite	B2
challenge	1793	verb	/ˈtʃælɪndʒ/	meydan okumak	B2
convention	1794	noun	/kənˈvenʃn/	resmi bir toplantı veya konferans / gelenek	B2
politician	1795	noun	/ˌpɑːləˈtɪʃn/	siyasetçi	B1
pursue	1796	verb	/pərˈsuː/	kovalamak, peşinden gitmek	B2
setting	1797	noun	/ˈsetɪŋ/	ayar, ayarlama	B1
zone	1798	noun	/zoʊn/	kuşak	B2
dress	1799	noun	/dres/	elbise	A1
pilot	1800	noun	/ˈpaɪlət/	pilot	A2
ensure	1801	verb	/ɪnˈʃʊr/	emin olmak	B2
ultimately	1802	adv.	/ˈʌltɪmətli/	eninde sonunda	B2
male	1803	noun	/meɪl/	erkek	A2
wake	1804	verb	/weɪk/	uyanmak	A1
shirt	1805	noun	/ʃɜːrt/	gömlek	A1
influence	1806	verb	/ˈɪnfluəns/	(iyi veya kötü biçimde birini) etkilemek	B1
guide	1807	noun	/ɡaɪd/	kılavuz, rehber	A2
AIDS	1808	noun	/eɪdz/	AIDS	B2
mix	1809	verb	/mɪks/	karıştırmak (fiziksel)	B1
slip	1810	verb	/slɪp/	kaymak, sürçmek	B2
steal	1811	verb	/stiːl/	çalmak	A2
late	1812	adv.	/leɪt/	geç	A1
frequently (%70)	1813	adv.	/ˈfriːkwəntli/	sıklıkla	B1
blame	1814	verb	/bleɪm/	suçlamak	B2
sheet	1815	noun	/ʃiːt/	levha / çarşaf	A2
estimate	1816	verb	/ˈestɪmeɪt/	(veriye dayanarak) tahmin yürütmek	B2
relief	1817	noun	/rɪˈliːf/	ferahlama, rahatlama	B2
combination	1818	noun	/ˌkɑːmbɪˈneɪʃn/	kombinasyon	B2
investor	1819	noun	/ɪnˈvestər/	yatırımcı	B2
due	1820	prepos.	/duː/	zamanı gelmiş, vadesi dolmuş	B1
silence	1821	noun	/ˈsaɪləns/	sessizlik	B2
manner	1822	noun	/ˈmænər/	tavır	A2
muscle	1823	noun	/ˈmʌsl/	kas	B1
branch	1824	noun	/bræntʃ/	dal / şube	B1
chain	1825	noun	/tʃeɪn/	zincir	B2
telephone	1827	noun	/ˈtelɪfoʊn/	telefon	A1
investigate	1828	verb	/ɪnˈvestɪɡeɪt/	soruşturmak, araştırmak	B1
German	1829	adj.	/ˈdʒɜːrmən/	Alman	
percentage	1830	noun	/pərˈsentɪdʒ/	yüzde	B1
outcome	1831	noun	/ˈaʊtkʌm/	netice	B2
estate	1832	noun	/ɪˈsteɪt/	emlak	B2
forth	1833	adv.	/fɔːrθ/	(geri'nin zıttı) ileri	C1
stress	1834	noun	/stres/	stres	A2
equal	1835	adj.	/ˈiːkwəl/	eşit	B2
English	1836	adj.	/ˈɪŋɡlɪʃ/	ingiliz	
welfare	1837	noun	/ˈwelfer/	refah	B2
typical	1838	adj.	/ˈtɪpɪkl/	tipik	A2
crazy	1839	adj.	/ˈkreɪzi/	deli, çılgın	A2
except	1840	prepos.	/ɪkˈsept/	dışında, haricinde	B1
funny	1841	adj.	/ˈfʌni/	komik	A1
meat	1842	noun	/miːt/	et	A1
appeal	1843	noun	/əˈpiːl/	(aklanmak için) başvuru	B2
long-term	1844	adj.	/ˌlɔːŋ ˈtɜːrm/	uzun vadeli	
official	1845	adj.	/əˈfɪʃl/	resmi	B2
eliminate	1846	verb	/ɪˈlɪmɪneɪt/	elemek, saf dışı etmek	B2
used	1847	adj.	/juːst; juːzd/	kullanılmış	A2
motion	1848	noun	/ˈmoʊʃn/	hareket	B2
complain	1849	verb	/kəmˈpleɪn/	şikayet etmek	A2
row	1850	noun	/roʊ; raʊ/	satır / sıra	
Jewish	1851	adj.	/ˈdʒuːɪʃ/	Yahudi	
kick	1852	verb	/kɪk/	tekme atmak	B1
snow	1853	noun	/snoʊ/	kar	A1
producer	1854	noun	/prəˈduːsər/	üretici	B1
solve	1855	verb	/sɑːlv/	çözmek	A2
just	1856	adj.	/dʒʌst/	adil / münasip, makul	A1
opposition	1858	noun	/ˌɑːpəˈzɪʃ(ə)n/	muhalefet	B2
basketball	1859	noun	/ˈbæs.kət.bɑːl/	basketbol	A1
rely	1860	verb	/rɪˈlaɪ/	güvenmek, dayanmak	B2
conservative	1861	adj.	/kənˈsɜːrvətɪv/	tutucu, muhafazakar	B2
trust	1862	verb	/trʌst/	(inanarak) güvenmek	B2
address	1864	noun	/əˈdres; ˈædres/	adres	B2
mirror	1865	noun	/ˈmɪrər/	ayna	A2
tank	1866	noun	/tæŋk/	tank	B2
significantly	1868	adv.	/sɪɡˈnɪfɪkəntli/	önemli ölçüde	B2
somewhat	1869	adv.	/ˈsʌmwʌt/	bir dereceye kadar	B2
attract	1870	verb	/əˈtrækt/	(çekici olma vb.) çekmek, cezbetmek	B1
anywhere	1871	adv.	/ˈeniwer/	herhangi bir yer	A2
regime	1872	noun	/reɪˈʒiːm/	yönetim şekli	C1
fix	1873	verb	/fɪks/	düzeltmek, onarmak	B2
entirely	1874	adv.	/ɪnˈtaɪərli/	tümüyle	B2
afford	1875	verb	/əˈfɔːrd/	(maddi) gücü yetmek, karşılamak	B1
length	1876	noun	/leŋkθ/	uzunluk	B1
secret	1877	noun	/ˈsiːkrət/	sır	A2
pleasure	1878	noun	/ˈpleʒər/	zevk	B1
file	1879	verb	/faɪl/	dosyalamak	B2
tooth	1880	noun	/tuːθ/	diş	A1
confirm	1881	verb	/kənˈfɜːrm/	(kendi isteğiyle) onaylamak	B1
separate	1882	adj.	/ˈseprət/	ayrı	B1
golden	1883	adj.	/ˈɡoʊldən/	(renk) altın	B2
photograph	1884	verb	/ˈfoʊtəɡræf/	fotoğrafını çekmek	A2
meanwhile	1885	adv.	/ˈmiːnwaɪl/	bu esnada	B1
except	1886	conj.	/ɪkˈsept/	haricinde, dışında	B1
now	1887	conj.	/naʊ/	şimdi	B1
channel	1888	noun	/ˈtʃænl/	kanal	B1
bedroom	1889	noun	/ˈbedruːm; ˈbedrʊm/	yatak odası	A1
requirement	1890	noun	/rɪˈkwaɪərmənt/	ihtiyaç, gereksinim	B2
ancient	1891	adj.	/ˈeɪnʃənt/	antik	A2
coverage	1892	noun	/ˈkʌvərɪdʒ/	kapsama	B2
trail	1893	noun	/treɪl/	patika / iz	C1
bear	1894	noun	/ber/	ayı	B2
host	1895	noun	/hoʊst/	ev sahibi, ağırlayan	B2
his	1896	pronoun	/hɪz; ɪz/	onun	A2
check	1897	noun	/tʃek/	(emin olmak için) kontrol	A2
stand	1898	noun	/stænd/	kürsü / duruş	B2
surgery	1899	noun	/ˈsɜːrdʒəri/	ameliyat	B2
perception	1900	noun	/pərˈsepʃn/	algı	B2
rare	1901	adj.	/rer/	nadir	B1
struggle	1902	noun	/ˈstrʌɡl/	mücadele	B2
era	1903	noun	/ˈɪrə; ˈerə/	dönem, devir	B2
grant	1904	verb	/ɡrænt/	hibe etmek, bağışlamak	B2
file	1905	noun	/faɪl/	dosya	B2
ocean	1906	noun	/ˈoʊʃn/	okyanus	A1
seriously	1907	adv.	/ˈsɪriəsli/	cidden	B1
clear	1908	verb	/klɪr/	(gereksiz nesneleri) boşaltmak, (gereksiz nesneleri) kaldırmak	B1
confidence	1909	noun	/ˈkɑːnfɪdəns/	öz güven	B2
aside	1910	adv.	/əˈsaɪd/	bir kenara (bırakırsak)	B2
tear	1911	noun	/ter/	göz yaşı	
judgment	1912	noun	/ˈdʒʌdʒmənt/	yargı	B2
industrial	1913	adj.	/ɪnˈdʌstriəl/	endüstriyel	B2
expectation	1914	noun	/ˌekspekˈteɪʃn/	beklenti	B2
resolution	1915	noun	/ˌrezəˈluːʃn/	kararlılık, azim / çözüm, çözünürlük	B2
copy	1916	noun	/ˈkɑːpi/	kopyalama	A2
wing	1917	noun	/wɪŋ/	kanat	B1
doubt	1918	noun	/daʊt/	 şüphe&nbsp;(doğru veya yanlış olduğuna kararsız)	B1
fun	1919	noun	/fʌn/	eğlence	A2
totally	1920	adv.	/ˈtoʊtəli/	tamamıyla (resmi değil)	B1
pour	1921	verb	/pɔːr/	dökmek	B1
gender	1922	noun	/ˈdʒendər/	cinsiyet	B2
surprised	1923	adj.	/sərˈpraɪzd/	şaşırmış, şaşkın	A2
beer	1924	noun	/bɪr/	bira	A1
clean	1925	verb	/kliːn/	temizlemek	A1
score	1926	verb	/skɔːr/	puan almak	A2
bond	1927	noun	/bɑːnd/	(soyut) bağ	B2
plus	1928	prepos.	/plʌs/	ayrıca (ilave olarak)	
debt	1929	noun	/det/	borç	B2
smart	1930	adj.	/smɑːrt/	akıllı	A1
English	1931	noun	/ˈɪŋɡlɪʃ/	ingilizce	
terrible	1932	adj.	/ˈterəbl/	berbat	A1
witness	1933	noun	/ˈwɪtnəs/	tanık, şahit	B2
reference	1934	noun	/ˈrefrəns/	referans	B1
account	1935	verb	/əˈkaʊnt/	açıklamasını yapmak, hesap vermek	B2
separate	1936	verb	/ˈseprət/	ayırmak/ayrılmak	B1
mean	1937	adj.	/miːn/	alçak, adi	A1
vice	1938	adj.	/vaɪs/	yardımcı, vekil	C1
black	1939	noun	/blæk/	siyah	A1
rest	1940	verb	/rest/	dinlenmek	A2
hero	1941	noun	/ˈhɪroʊˌˈhiːroʊ/	kahraman	A2
bomb	1942	noun	/bɑːm/	bomba	B1
below	1943	prepos.	/bɪˈloʊ/	altında	A1
rating	1944	noun	/ˈreɪtɪŋ/	değerlendirme, derecelendirme	B2
busy	1945	adj.	/ˈbɪzi/	meşgul	A1
cite	1946	verb	/saɪt/	aktarmak, alıntılamak(yazıda vb) / adından söz etmek	B2
corporation	1947	noun	/ˌkɔːrpəˈreɪʃn/	(devasa) şirket, kurum	B2
representative	1948	noun	/ˌrep.rɪˈzen.t̬ə.t̬ɪv/	temsilci	B2
everywhere	1949	adv.	/ˈevriwer/	her yerde	A2
soil	1950	noun	/sɔɪl/	toprak	B1
highway	1951	noun	/ˈhaɪweɪ/	otoyol	B1
frame	1952	noun	/freɪm/	çerçeve	B1
stretch	1953	verb	/stretʃ/	gerinmek	B2
oppose	1954	verb	/əˈpoʊz/	karşı çıkmak	B2
Catholic	1955	adj.	/ˈkæθlɪk/	Katolik	
cloud	1956	noun	/klaʊd/	bulut	A2
initial	1957	adj.	/ɪˈnɪʃl/	baştaki, ilk, baş	B2
variable	1958	noun	/ˈveriəblˌˈværiəbl/	değişken	C1
essential	1959	adj.	/ɪˈsenʃl/	elzem	B1
travel	1960	noun	/ˈtrævl/	yolculuk	A1
improvement	1961	noun	/ɪmˈpruːvmənt/	gelişim, ilerleme	B1
opening	1962	noun	/ˈoʊpənɪŋ/	açılış	B2
necessarily	1963	adv.	/ˌnesəˈserəli/	ille de, muhakkak	B1
nurse	1964	noun	/nɜːrs/	hemşire	A1
incident	1965	noun	/ˈɪnsɪdənt/	hadise, olay	B2
abortion	1966	noun	/əˈbɔːrʃn/	kürtaj	C1
divide	1967	verb	/dɪˈvaɪd/	bölmek	B2
aim	1968	verb	/eɪm/	nişan almak, hedeflemek	B1
tired	1969	adj.	/ˈtaɪərd/	yorgun	A1
careful	1970	adj.	/ˈkerfl/	dikkatli	A2
question	1971	verb	/ˈkwestʃən/	sorgulamak	A2
cheap	1972	adj.	/tʃiːp/	ucuz	B1
beside	1973	prepos.	/bɪˈsaɪd/	yanında	B2
apart	1974	adv.	/əˈpɑːrt/	ayrı, bir tarafa	B1
criminal	1975	adj.	/ˈkrɪmɪnl/	suçlu, cezai	B1
employ	1976	verb	/ɪmˈplɔɪ/	işe almak / çalıştırmak	A2
rush	1977	verb	/rʌʃ/	acele etmek, telaş etmek	B2
user	1978	noun	/ˈjuːzər/	kullanıcı	A2
upper	1979	adj.	/ˈʌpər/	üst	B2
winner	1980	noun	/ˈwɪnər/	kazanan	A2
fashion	1981	noun	/ˈfæʃn/	moda	A2
tip	1982	noun	/tɪp/	bahşiş / uç	B1
apple	1983	noun	/ˈæpl/	elma	A1
rise	1984	noun	/raɪz/	artış, zam, yükseliş	B2
vast	1985	adj.	/væst/	büyüklük	B2
specifically	1986	adv.	/spəˈsɪfɪkli/	özel olarak	B1
limited	1987	adj.	/ˈlɪmɪtɪd/	sınırlı	B2
enormous	1988	adj.	/ɪˈnɔːrməs/	muazzam, kocaman	A2
holiday	1989	noun	/ˈhɑːlədeɪ/	tatil	A2
e-mail	1990	noun	/ˈiː meɪl/	e-posta	
emphasize	1991	verb	/ˈemfəsaɪz/	vurgulamak	B2
merely	1992	adv.	/ˈmɪrli/	yanlızca, sadece	C1
dance	1993	verb	/dæns/	dans	A1
core	1994	noun	/kɔːr/	çekirdek	B2
match	1995	verb	/mætʃ/	eşlemek, eşleştirmek	
landscape	1996	noun	/ˈlændskeɪp/	manzara (yeryüzünü içeren)&nbsp;/ geniş bir zihinsel görüş	B2
overall	1997	adj.	/ˌoʊ.vɚˈɑːl/	baştanbaşa, etraflı	B2
golf	1998	noun	/ɡɑːlf/	golf	A2
lack	1999	verb	/læk/	eksik olmak,&nbsp;-den yoksun olmak	B1
virtually	2000	adv.	/ˈvɜːrtʃuəli/	sanal olarak	
route	2001	noun	/ruːt; raʊt/	güzergah, rota	A2
flow	2002	noun	/floʊ/	akış	B1
fewer	2003	deter.	/fjuːər/	(sayılabilirler için) daha az	
cable	2004	noun	/ˈkeɪbl/	kablo	B1
gate	2005	noun	/ɡeɪt/	geçit, (diğer bölümleri kısıtlanmamış giriş için kullanılan) kapı	A2
tie	2006	noun	/taɪ/	gravat	A2
proud	2007	adj.	/praʊd/	gururlu	B1
promise	2008	noun	/ˈprɑːmɪs/	söz vermek	A2
dish	2009	noun	/dɪʃ/	(tüm çeşitleri dahil) tabak	A1
beneath	2010	prepos.	/bɪˈniːθ/	altında	C1
increased	2011	adj.	/ɪnˈkriːst/	artırılmış	
succeed	2012	verb	/səkˈsiːd/	başarmak	A2
barely	2013	adv.	/ˈberli/	zar zor	B2
narrow	2014	adj.	/ˈnæroʊ/	dar	B2
solid	2015	adj.	/ˈsɑːlɪd/	katı, sağlam	B1
contemporary	2016	adj.	/kənˈtempəreri/	çağdaş	B2
accuse	2017	verb	/əˈkjuːz/	(yetkililer tarafından) suçlamak	B2
unfortunately	2018	adv.	/ʌnˈfɔːrtʃənətli/	ne yazık ki	A2
useful	2019	adj.	/ˈjuːsfl/	kullanışlı	A1
noise	2020	noun	/nɔɪz/	gürültü, ses	A2
expose	2021	verb	/ɪkˈspoʊz/	maruz bırakmak, açığa çıkarmak	B2
mass	2022	noun	/mæs/	kitle	B2
multiple	2023	adj.	/ˈmʌltɪpl/	çoklu	B2
vegetable	2024	noun	/ˈvedʒtəbl/	sebze	A1
seed	2025	noun	/siːd/	tohum	B1
reject	2026	verb	/rɪˈdʒekt/	(geri çevirerek) reddetmek	B1
decline	2027	verb	/dɪˈklaɪn/	(kibarca) reddetmek	B2
experiment	2028	noun	/ɪkˈsperɪmənt/	deney	B1
legislation	2029	noun	/ˌledʒɪsˈleɪʃn/	mevzuat	C1
hat	2030	noun	/hæt/	şapka	A1
either	2031	deter.	/ˈiːðər/	herhangi biri	A2
secret	2032	adj.	/ˈsiːkrət/	gizli	A2
massive	2033	adj.	/ˈmæsɪv/	kocaman, çok büyük	B2
grass	2034	noun	/ɡræs/	çimen	A2
definitely	2035	adv.	/ˈdefɪnətli/	kesinlikle	A2
closer	2036	adv.	/ˈkloʊzər/	daha yakın	
liberal	2037	adj.	/ˈlɪbərəl/	liberal	C1
stir	2038	verb	/stɜːr/	karıştırmak	C1
captain	2039	noun	/ˈkæptɪn/	Kaptan	B1
revolution	2040	noun	/ˌrevəˈluːʃn/	devrim	B2
typically	2041	adv.	/ˈtɪpɪkli/	tipik	B1
sector	2042	noun	/ˈsektər/	sektör	B2
hand	2043	verb	/hænd/	uzatmak	B1
approve	2044	verb	/əˈpruːv/	(birisi tarafından yapılan aksiyonu) onaylamak	B2
uncle	2045	noun	/ˈʌŋkl/	amca dayı	A1
volume	2046	noun	/ˈvɑːljuːmˌˈvɑːljəm/	hacim	B2
explanation	2047	noun	/ˌekspləˈneɪʃn/	açıklama	A2
sentence	2048	noun	/ˈsentəns/	cümle	B2
escape	2049	verb	/ɪˈskeɪp/	kaçmak	B1
unusual	2050	adj.	/ʌnˈjuːʒuəl; ʌnˈjuːʒəl/	olağan dışı	A2
distribution	2051	noun	/ˌdɪstrɪˈbjuːʃn/	dağılım/dağıtım	B2
rural	2052	adj.	/ˈrʊrəl/	kırsal	B2
cast	2053	verb	/kæst/	(büyü) atmak, dökmek&nbsp;	B2
drink	2054	noun	/drɪŋk/	içki	A1
sleep	2055	noun	/sliːp/	uyku	A2
household	2056	noun	/ˈhaʊshoʊld/	ev halkı	B2
celebrate	2057	verb	/ˈselɪbreɪt/	kutlamak	A2
taste	2058	noun	/teɪst/	tatmak	A2
characteristic	2059	noun	/ˌkærəktəˈrɪstɪk/	karakteristik	B2
outside	2060	adj.	/ˌaʊtˈsaɪd/	dıştan	
addition	2061	prepos.	/əˈdɪʃn/	ilave	B1
acquire	2062	verb	/əˈkwaɪər/	(güçlü) elde etmek	B2
closely	2063	adv.	/ˈkloʊsli/	yakından	B2
proper	2064	adj.	/ˈprɑːpər/	uygun, münasip	B1
tone	2065	noun	/toʊn/	ton	B2
topic	2066	noun	/ˈtɑːpɪk/	konu, başlık	A1
towards	2067	prepos.	/twɔːrdz/	-e doğru	
waste	2068	noun	/weɪst/	atık	B1
wheel	2069	noun	/wiːl/	teker	A2
athlete	2070	noun	/ˈæθliːt/	atlet	A2
convince	2071	verb	/kənˈvɪns/	inandırmak	B1
alternative	2072	noun	/ɑːlˈtɝː.nə.t̬ɪv/	alternatif	B1
pepper	2073	noun	/ˈpepər/	biber	A1
cream	2074	noun	/kriːm/	krem	B1
land	2075	verb	/lænd/	karaya çıkmak, kıyıya çıkmak	A2
technical	2076	adj.	/ˈteknɪkl/	teknik	B1
square	2077	noun	/skwer/	kare	A2
plenty	2078	pronoun	/ˈplenti/	bolca	B1
behind	2079	adv.	/bɪˈhaɪnd/	arka	A1
invest	2080	verb	/ɪnˈvest/	yatırım	B1
mind	2081	verb	/maɪnd/	önemsemek, aldırmak	A2
potential	2082	noun	/pəˈtenʃl/	potansiyel	B2
regard	2083	verb	/rɪˈɡɑːrd/	hesaba katmak, dikkatle bakmak	B2
intervention	2084	noun	/ˌɪntərˈvenʃn/	müdehale	C1
illegal	2085	adj.	/ɪˈliːɡl/	yasadışı	B1
lower	2086	verb	/ˈloʊər/	alçaltmak	B2
compete	2087	verb	/kəmˈpiːt/	yarışmak	A2
talent	2088	noun	/ˈtælənt/	hüner	B1
guilty	2089	adj.	/ˈɡɪlti/	suçlu	B1
living	2090	adj.	/ˈlɪvɪŋ/	yaşayan	B1
milk	2091	noun	/mɪlk/	süt	A1
height	2092	noun	/haɪt/	yükseklik, boy	A2
list	2093	verb	/lɪst/	listelemek	A1
live	2094	adj.	/lɪv; laɪv/	naklen	
assistance	2095	noun	/əˈsɪstəns/	(destekleyerek) yardım	B2
personality	2096	noun	/ˌpɜːrsəˈnæləti/	kişilik	A2
gay	2098	adj.	/ɡeɪ/	eşcinsel	B2
forever	2099	adv.	/fərˈevər/	sonsuza kadar	B1
assess	2100	verb	/əˈses/	değer biçmek	B2
weak	2101	adj.	/wiːk/	zayıf	A2
female	2102	noun	/ˈfiːmeɪl/	dişi	A2
cigarette	2103	noun	/ˈsɪɡəret/	sigara	A2
permit	2104	verb	/pərˈmɪt/	(resmi) izin vermek	B2
passenger	2105	noun	/ˈpæsɪndʒər/	yolcu	A2
criticism	2106	noun	/ˈkrɪt̬.ɪ.sɪ.zəm/	eleştiri	B2
twenty	2107	num.	/ˈtwenti/	yirmi	A1
honor	2108	noun	/ˈɑːnər/	onur	B2
creative	2109	adj.	/kriˈeɪ.t̬ɪv/	yaratıcı	A2
offer	2110	noun	/ˈɑː.fɚ/	teklif	A2
knock	2111	verb	/nɑːk/	kapı çalmak	B1
display	2112	verb	/dɪˈspleɪ/	sergilemek	B2
campus	2113	noun	/ˈkæmpəs/	yerleşke	A2
definition	2114	noun	/ˌdefɪˈnɪʃn/	tanım	B1
gray	2115	adj.	/ɡreɪ/	gri	A1
signal	2116	noun	/ˈsɪɡnəl/	sinyal	B1
warning	2117	noun	/ˈwɔːrnɪŋ/	uyarı	B1
physician	2118	noun	/fɪˈzɪʃn/	hekim	B2
column	2119	noun	/ˈkɑːləm/	kolon	A2
interaction	2120	noun	/ˌɪntərˈækʃn/	etkileşim	B2
dramatic	2121	adj.	/drəˈmætɪk/	dramatik	B2
review	2122	verb	/rɪˈvjuː/	gözden geçirmek	A2
republic	2123	noun	/rɪˈpʌblɪk/	cumhuriyet	C1
primarily	2124	adv.	/praɪˈmerəli/	öncelikli olarak	B2
priority	2125	noun	/praɪˈɔːr.ə.t̬i/	öncelik	B2
achievement	2126	noun	/əˈtʃiːvmənt/	(hedeflenmiş) başarı	B1
request	2128	noun	/rɪˈkwest/	rica etmek	B1
wrap	2129	verb	/ræp/	sarmak	B2
engineer	2130	noun	/ˌendʒɪˈnɪr/	mühendis	A2
rice	2131	noun	/raɪs/	pilav	A1
scholar	2132	noun	/ˈskɑːlər/	alim	B2
airline	2133	noun	/ˈerlaɪn/	havayolu	A2
expense	2134	noun	/ɪkˈspens/	gider	B2
observation	2135	noun	/ˌɑːbzərˈveɪʃ(ə)n/	gözlem	B2
gap	2136	noun	/ɡæp/	açıklık, boşluk	A2
agenda	2137	noun	/əˈdʒendə/	gündem	B2
creation	2138	noun	/kriˈeɪʃn/	yaratılış	B2
drag	2139	verb	/dræɡ/	sürüklemek	B2
suspect	2140	verb	/səˈspekt/	(doğru olduğundan) şüphelenmek	B2
